// Note : Å°(ID)¿Í ³»¿ëÀº ¹Ýµå½Ã ÅÇÀ¸·Î ±¸ºÐµÇ¾î¾ß ÇÕ´Ï´Ù.
//
IN_000_000	Swords [Dex]
IN_301_329	Special Cannon Bow (Soul)(+9)(7D) Box
ID_301_381	A gift box containing Special Vital Azure Sword (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_330	Special Cannon Bow (Soul)(+10)(7D) Box
ID_301_382	A gift box containing Special Seven Blade (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_331	Special Cannon Bow (Soul)(Permanent) Box
ID_301_383	A gift box containing Special General Meck's Bow (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_332	Special Vital Cannon Bow (Soul)(+9)(7D) Box
ID_301_384	A gift box containing Special Cannon Bow (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_333	Special Vital Cannon Bow (Soul)(+10)(7D) Box
ID_301_385	A gift box containing Special Cannon Bow (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_334	Special Vital Cannon Bow (Soul)(Permanent) Box
ID_301_386	A gift box containing Special Vital Cannon Bow (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_335	Special Vital Cannon Bow (Soul)(+9)(7D) Box
ID_301_387	A gift box containing Special Vital Cannon Bow (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_336	Special Vital Cannon Bow (Soul)(+10)(7D) Box
ID_301_388	A gift box containing Special Hermit's Aero Spear (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_337	Special Vital Cannon Bow (Soul)(Permanent) Box
ID_301_389	A gift box containing Special Hermit's Aero Spear (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_338	Special Hermit's Aero Spear (Soul)(+9)(7D) Box
ID_301_390	A gift box containing Special Staff of Soul Ravager (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_339	Special Hermit's Aero Spear (Soul)(+10)(7D) Box
ID_301_391	A gift box containing Special Blast Gun (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_340	Special Hermit's Aero Spear (Soul)(Permanent) Box
ID_301_392	A gift box containing Special Magnetic Railgun (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_341	Special Hermit's Aero Spear (Soul)(+9)(7D) Box
ID_301_393	A gift box containing Special Magnetic Portal Gun (Soul)(Permanent). Not Enhanced. Open it with right click.
IN_301_342	Special Hermit's Aero Spear (Soul)(+10)(7D) Box
ID_301_394	
IN_301_343	Special Hermit's Aero Spear (Soul)(Permanent) Box
ID_301_395	
IN_301_344	Special Staff of Soul Ravager (Soul)(+9)(7D) Box
ID_301_396	
IN_301_345	Special Staff of Soul Ravager (Soul)(+10)(7D) Box
ID_301_397	
IN_301_346	Special Staff of Soul Ravager (Soul)(Permanent) Box
ID_301_398	
IN_301_347	Special Blast Gun (Soul)(+9)(7D) Box
ID_301_399	
IN_301_348	Special Blast Gun (Soul)(+10)(7D) Box
ID_301_400	
IN_301_349	Special Blast Gun (Soul)(Permanent) Box
ID_301_401	
IN_301_350	Special Magnetic Railgun (Soul)(+9)(7D) Box
ID_301_402	
IN_301_351	Special Magnetic Railgun (Soul)(+10)(7D) Box
ID_301_403	
IN_301_352	Special Magnetic Railgun (Soul)(Permanent) Box
ID_301_404	
IN_301_353	Special Magnetic Portal Gun (Soul)(+9)(7D) Box
ID_301_405	
IN_301_354	Special Magnetic Portal Gun (Soul)(+10)(7D) Box
ID_301_406	
IN_301_355	Special Magnetic Portal Gun (Soul)(Permanent) Box
ID_301_407	
IN_301_356	Destiny Super Bracelet II
ID_301_408	
IN_301_357	Special Bloody Mask (7D)
ID_301_409	
IN_301_358	Special Twilight Mask (7D)
ID_301_410	
IN_301_359	Special Angel Mask (7D)
ID_301_411	
IN_301_360	Special Heavenly Mask (7D)
ID_301_412	
IN_301_361	Flawed Special Solitary Ring (7D)
ID_301_413	
IN_301_362	Special Solitary Ring (7D)
ID_301_414	
IN_301_363	Flawless Special Solitary Ring (7D)
ID_301_415	
IN_301_364	Perfect Special Solitary Ring (7D)
ID_301_416	
IN_301_365	Flawed Special Eden Ring (7D)
ID_301_417	
IN_301_366	Special Eden Ring (7D)
ID_301_418	
IN_301_367	Flawless Special Eden Ring (7D)
ID_301_419	
IN_301_368	Perfect Special Eden Ring (7D)
ID_301_420	
IN_301_369	Flawed Special Noble Ring (7D)
ID_301_421	
IN_301_370	Special Noble Ring (7D)
ID_301_422	
IN_301_371	Flawless Special Noble Ring (7D)
ID_301_423	
IN_301_372	Perfect Special Noble Ring (7D)
ID_301_424	
IN_301_373	Special Scamper Shoes (7D)
ID_301_425	
IN_301_374	Special Vambrace of Assailant (Soul)(Permanent) Box
ID_301_426	
IN_301_375	Special Heavy Vambrace of Assailant (Soul)(Permanent) Box
ID_301_427	
IN_301_376	Special Vital Vambrace of Assailant (Soul)(Permanent) Box
ID_301_428	
IN_301_377	Special Vital Vambrace of Assailant (Soul)(Permanent) Box
ID_301_429	
IN_301_378	Special Azure Sword (Soul)(Permanent) Box
ID_301_430	
IN_301_379	Special Azure Sword (Soul)(Permanent) Box
ID_301_431	
IN_301_380	Special Vital Azure Sword (Soul)(Permanent) Box
ID_301_432	
IN_301_381	Special Vital Azure Sword (Soul)(Permanent) Box
ID_301_433	
IN_301_382	Special Seven Blade (Soul)(Permanent) Box
ID_301_434	
IN_301_383	Special General Meck's Bow (Soul)(Permanent) Box
ID_301_435	
IN_301_384	Special Cannon Bow (Soul)(Permanent) Box
ID_301_436	
IN_301_385	Special Cannon Bow (Soul)(Permanent) Box
ID_301_437	
IN_301_386	Special Vital Cannon Bow (Soul)(Permanent) Box
ID_301_438	
IN_301_387	Special Vital Cannon Bow (Soul)(Permanent) Box
ID_301_439	
IN_301_388	Special Hermit's Aero Spear (Soul)(Permanent) Box
ID_301_440	
IN_301_389	Special Hermit's Aero Spear (Soul)(Permanent) Box
ID_301_441	
IN_301_390	Special Staff of Soul Ravager (Soul)(Permanent) Box
ID_301_442	
IN_301_391	Special Blast Gun (Soul)(Permanent) Box
ID_301_443	
IN_301_392	Special Magnetic Railgun (Soul)(Permanent) Box
ID_301_444	
IN_301_393	Special Magnetic Portal Gun (Soul)(Permanent) Box
ID_301_445	
IN_301_394	Special Saintroll Chaos Spear (7D)
ID_301_446	
IN_301_395	Special Saintroll Chaos Spear (7D)
ID_301_447	
IN_301_396	Special Saintroll Chaos Spear
ID_301_448	
IN_301_397	Special Saintroll Chaos Scythe (7D)
ID_301_449	
IN_301_398	Special Saintroll Chaos Scythe (7D)
ID_301_450	
IN_301_399	Special Saintroll Chaos Scythe
ID_301_451	
IN_301_400	Special Saintroll Chaos Shuriken (7D)
ID_301_452	
IN_301_401	Special Saintroll Chaos Shuriken (7D)
ID_301_453	
IN_301_402	Special Saintroll Chaos Shuriken
ID_301_454	
IN_301_403	Special Saintroll Chaos Spear(+9)(7D) Box
ID_301_455	
IN_301_404	Special Saintroll Chaos Spear(+10)(7D) Box
ID_301_456	
IN_301_405	Special Saintroll Chaos Spear(Permanent) Box
ID_301_457	
IN_301_406	Special Saintroll Chaos Scythe(+9)(7D) Box
ID_301_458	
IN_301_407	Special Saintroll Chaos Scythe(+10)(7D) Box
ID_301_459	
IN_301_408	Special Saintroll Chaos Scythe(Permanent) Box
ID_301_460	
IN_301_409	Special Saintroll Chaos Shuriken(+9)(7D) Box
ID_301_461	
IN_301_410	Special Saintroll Chaos Shuriken(+10)(7D) Box
ID_301_462	
IN_301_411	Special Saintroll Chaos Shuriken(Permanent) Box
ID_301_463	
IN_301_412	Flawed Special Necklace of soared soul
ID_302_000	
IN_301_413	Special Necklace of soared soul
ID_302_001	
IN_301_414	Perfect Special Necklace of soared soul
ID_302_002	
IN_301_415	Flawed Special Peridot Bracelet
ID_302_003	
IN_301_416	Special Peridot Bracelet
ID_302_004	
IN_301_417	Perfect Special Peridot Bracelet
ID_302_005	
IN_301_418	Flawed Special Ring of Destruction
ID_302_006	
IN_301_419	Special Ring of Destruction
ID_302_007	
IN_301_420	Destiny Super Bracelet I
ID_302_008	
IN_301_421	Destiny Super Bracelet III
ID_302_009	
IN_301_422	Destiny Life Bracelet I
ID_302_010	
IN_301_423	Destiny Life Bracelet II
ID_302_011	
IN_301_424	Destiny Life Bracelet III
ID_302_012	
IN_301_425	Destiny Hybrid Bracelet  I
ID_302_013	
IN_301_426	Destiny Life Bracelet II
ID_302_014	
IN_301_427	Destiny Hybrid Bracelett III
ID_302_015	
IN_301_428	Destiny Run Necklace I
ID_302_016	
IN_301_429	Destiny Run Necklace II
ID_302_017	
IN_301_430	Destiny Run Necklace III
ID_302_018	
IN_301_431	Destiny Zap Necklace I
ID_302_019	Minimum 1 to maximum 4 Random Options can be added or modified, using Reform Card.
IN_301_432	Destiny Zap Necklace II
ID_302_020	Minimum 1 to maximum 4 Random Options can be added or modified, using Reform Card.
IN_301_433	Destiny Zap Necklace III
ID_302_021	
IN_301_434	Destiny Hybrid Necklace I
ID_302_022	
IN_301_435	Destiny Hybrid Necklace II
ID_302_023	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_436	Destiny Hybrid Necklace III
ID_302_024	Extra Option '+1~10 Defense' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_437	Destiny Pride Earring I
ID_302_025	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_438	Destiny Pride Earring II
ID_302_026	Extra Option '+1~10 Defense' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_439	Destiny Pride Earring III
ID_302_027	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_440	Destiny Lust Earring I
ID_302_028	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_441	Destiny Lust Earring II
ID_302_029	Extra Option '+1~10 Defense' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_442	Destiny Lust Earring III
ID_302_030	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_443	Destiny Envy Earring I
ID_302_031	Extra Option '+1~10 Defense' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_444	Destiny Envy Earring II
ID_302_032	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_445	Destiny Envy Earring III
ID_302_033	Extra Option '+1~10 Defence' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_301_446	Destiny Wrath Earring I
ID_302_034	
IN_301_447	Destiny Wrath Earring II
ID_302_035	
IN_301_448	Destiny Wrath Earring III
ID_302_036	
IN_301_449	Destiny Sloth Earring I
ID_302_037	
IN_301_450	Destiny Sloth Earring II
ID_302_038	
IN_301_451	Destiny Sloth Earring III
ID_302_039	
IN_301_452	Destiny Greed Earring I
ID_302_040	
IN_301_453	Destiny Greed Earring  II
ID_302_041	
IN_301_454	Destiny Greed Earring III
ID_302_042	
IN_301_455	Destiny Life Bracelet I
ID_302_043	
IN_301_456	Destiny Life Bracelet II
ID_302_044	
IN_301_457	Destiny Life Bracelet III
ID_302_045	
IN_301_458	Destiny Super Bracelet  I
ID_302_046	
IN_301_459	Destiny Super Bracelet II
ID_302_047	
IN_301_460	Destiny Super Bracelet III
ID_302_048	
IN_301_461	Destiny Hybrid Bracelet  I
ID_302_049	
IN_301_462	Destiny Hybrid Bracelet II
ID_302_050	
IN_301_463	Destiny Hybrid Bracelet III
ID_302_051	
IN_302_000	Level of contribution
ID_302_052	
IN_302_001	Fine Red Rally Chain
ID_302_053	
IN_302_002	Fine Blue Rally Chain
ID_302_054	
IN_302_003	Fine Guru Chain
ID_302_055	
IN_302_004	Fine Sage Chain
ID_302_056	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_005	Fine Kingcraft Bracelet
ID_302_057	Extra Option '+1~10 Defense' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_006	Fine Providence Bracelet
ID_302_058	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_007	Fine Guidance Bracelet
ID_302_059	Extra Option '+1~10 Defense' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_008	Fine Red War Tassel
ID_302_060	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_009	Fine Blue War Tassel
ID_302_061	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_010	Fine Tempered Silver Ring
ID_302_062	Extra Option '+1~10 Defense' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_011	Fine Tempered Gold Ring
ID_302_063	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_012	Prime Red Rally Chain
ID_302_064	Extra Option '+1~10 Defense' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_013	Prime Blue Rally Chain
ID_302_065	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_014	Prime Guru Chain
ID_302_066	Extra Option '+1~10 Attack' can be added at random. (Note. Extra Option may not be added due to its chance of production.)
IN_302_015	Prime Sage Chain
ID_303_000	
IN_302_016	Prime Kingcraft Bracelet
ID_303_001	Compounding material that can be acquired from hunted mobs. Item can be used to compound weapon.
IN_302_017	Prime Providence Bracelet
ID_303_002	Compounding material that can be acquired from hunted mobs. Item can be used to compound weapon.
IN_302_018	Prime Guidance Bracelet
ID_303_003	Compounding material that can be acquired from hunted mobs. Item can be used to compound armor or ETC item.
IN_302_019	Prime Red War Tassel
ID_303_004	Compounding material that can be acquired from hunted mobs. Item can be used to compound costume.
IN_302_020	Prime Blue War Tassel
ID_303_005	Compounding material that can be acquired from hunted mobs. Item can be used to compound armor.
IN_302_021	Prime Tempered Silver Ring
ID_303_006	Compounding material that can be acquired from boss mobs or some junks in the street.
IN_302_022	Prime Tempered Gold Ring
ID_303_007	Compounding material that can be acquired from boss mobs or some junks in the street.
IN_302_023	Prime Red Rally Chain Box
ID_303_008	Compounding material that can be acquired from boss mobs or some junks in the street.
IN_302_024	Prime Blue Rally Chain Box
ID_303_009	Compounding material that can be acquired from hunted mobs. Item can be used to compound accessory.
IN_302_025	Prime Guru Chain Box
ID_303_010	Compounding material that can be acquired from boss mob. Item can be used to compound weapon.
IN_302_026	Prime Sage Chain Box
ID_303_011	Compounding material that can be acquired from boss mob. Item can be used to compound armor.
IN_302_027	Prime Kingcraft Bracelet Box
ID_303_012	Compounding material that can be acquired from boss mob, some junks or by compounding some low materials.
IN_302_028	Prime Providence Bracelet Box
ID_303_013	Compounding material that can be acquired from boss mob, some junks or by compounding some low materials.
IN_302_029	Prime Guidance Bracelet Box
ID_303_014	Compounding material that can be acquired from boss mob, some junks or by compounding some low materials.
IN_302_030	Prime Red War Tassel Box
ID_303_015	Compounding material that can be acquired from boss mob, some junks or by compounding some fine materials.
IN_302_031	Prime Blue War Tassel Box
ID_303_016	Compounding material that can be acquired from boss mob, some junks or by compounding some fine materials.
IN_302_032	Prime Tempered Silver Ring Box
ID_303_017	Compounding material that can be acquired from boss mob, some junks or by compounding some fine materials.
IN_302_033	Prime Tempered Gold Ring Box
ID_303_018	Compounding material that can be acquired from boss mob or by compounding some low materials. Item can be used to compound weapon.
IN_302_034	Fine Red Rally Chain
ID_303_019	Compounding material that can be acquired from boss mob or by compounding some low materials. Item can be used to compound armor.
IN_302_035	Fine Blue Rally Chain
ID_303_020	Compounding material that can be acquired from boss mob. Item can be used to compound weapon.
IN_302_036	Fine Guru Chain
ID_303_021	Compounding material that can be acquired from boss mob. Item can be used to compound armor.
IN_302_037	Fine Sage Chain
ID_303_022	Compounding material that can be acquired from hunted mobs. Item can be used to compound lunch box or other food.
IN_302_038	Fine Kingcraft Bracelet
ID_303_023	Compounding material that can be acquired from hunted mobs. Item can be used to compound lunch box or other food.
IN_302_039	Fine Providence Bracelet
ID_303_024	Compounding material that can be acquired from hunted mobs. Item can be used to compound lunch box or other food.
IN_302_040	Fine Guidance Bracelet
ID_303_025	Compounding material that can be acquired from hunted mobs. Item can be used to compound lunch box or other food.
IN_302_041	Fine Red War Tassel
ID_303_026	Compounding material that can be acquired from hunted mobs. Item can be used to compound lunch box or other food.
IN_302_042	Fine Blue War Tassel
ID_303_027	Materal item that can be acquired from Forbidden Building. Use it to compound Forbidden weapon.
IN_302_043	Fine Tempered Silver Ring
ID_303_029	
IN_302_044	Fine Tempered Gold Ring
ID_303_030	
IN_302_045	Prime Red Rally Chain
ID_350_000	
IN_302_046	Prime Blue Rally Chain
ID_350_001	
IN_302_047	Prime Guru Chain
ID_350_002	
IN_302_048	Prime Sage Chain
ID_350_003	
IN_302_049	Prime Kingcraft Bracelet
ID_350_004	
IN_302_050	Prime Providence Bracelet
ID_350_005	
IN_302_051	Prime Guidance Bracelet
ID_350_006	
IN_302_052	Prime Red War Tassel
ID_350_007	
IN_302_053	Prime Blue War Tassel
ID_350_008	
IN_302_054	Prime Tempered Silver Ring
ID_350_009	
IN_302_055	Prime Tempered Gold Ring
ID_350_010	
IN_302_056	Prime Red Rally Chain Box
ID_350_011	
IN_302_057	Prime Blue Rally Chain Box
ID_350_012	
IN_302_058	Prime Guru Chain Box
ID_350_013	
IN_302_059	Prime Sage Chain Box
ID_350_014	
IN_302_060	Prime Kingcraft Bracelet Box
ID_350_015	
IN_302_061	Prime Providence Bracelet Box
ID_350_016	
IN_302_062	Prime Guidance Bracelet Box
ID_350_017	
IN_302_063	Prime Red War Tassel Box
ID_350_018	
IN_302_064	Prime Blue War Tassel Box
ID_350_019	
IN_302_065	Prime Tempered Silver Ring Box
ID_350_020	
IN_302_066	Prime Tempered Gold Ring Box
ID_350_021	
IN_303_000	Production items (material )
ID_350_022	
IN_303_001	Odd Stone
ID_350_023	
IN_303_002	Weapon Refining Stone
ID_350_024	
IN_303_003	Coarse Fabric
ID_350_025	
IN_303_004	Soft Fabric
ID_350_026	
IN_303_005	Armor Refining Stone
ID_350_027	
IN_303_006	Low Baekdu Crystal
ID_350_028	
IN_303_007	Low Seorak Crystal
ID_350_029	
IN_303_008	Low Halla Crystal
ID_350_030	
IN_303_009	Accessory Refining Stone
ID_350_031	
IN_303_010	Low Red Essence
ID_350_032	
IN_303_011	Low White Essence
ID_350_033	
IN_303_012	Fine Baekdu Crystal
ID_350_034	
IN_303_013	Fine Seorak Crystal
ID_350_035	
IN_303_014	Fine Halla Crystal
ID_350_036	
IN_303_015	Luxury Baekdu Crystal
ID_350_037	
IN_303_016	Luxury Seorak Crystal
ID_350_038	
IN_303_017	Luxury Halla Crystal
ID_350_039	
IN_303_018	Fine Red Essence
ID_350_040	
IN_303_019	Fine White Essence
ID_350_041	
IN_303_020	Luxury Red Essence
ID_350_042	
IN_303_021	Luxury White Essence
ID_350_043	
IN_303_022	Meat
ID_350_044	
IN_303_023	Sauce
ID_350_045	
IN_303_024	Vegetables
ID_350_046	
IN_303_025	Corn
ID_350_047	
IN_303_026	Eggs
ID_350_048	
IN_303_027	Superalloy
ID_350_049	
IN_303_029	Natural Dye
ID_350_050	
IN_303_030	Scale
ID_350_051	
IN_350_000	Assassin Weapon
ID_350_052	
IN_350_001	Iron Dual Blade
ID_350_053	
IN_350_002	Raven Conquest Dual Blade
ID_350_054	
IN_350_003	Celestial Conquest Spear
ID_353_000	
IN_350_004	Xeraphyn Soul Slasher Dual Blade
ID_353_001	
IN_350_005	Erythron Soul Slasher Spear
ID_353_002	
IN_350_006	Rake Havoc Dual Blade
ID_353_003	
IN_350_007	Valor Havoc Spear
